,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone
1062,1893276,4092018330,Wonderland Tapas and Cocktails,222-103 Glenwood AVE ,RALEIGH,27603,19196152621,2020-03-02,11687,-78.64733509,35.78392897,M,es3DitEs2vtxpQNJ9vGwwQ,wonderland-tapas-and-cocktails-raleigh-2,Wonderland Tapas & Cocktails,https://s3-media0.fl.yelpcdn.com/bphoto/lRGd6o5ZTOQKoBzy1AODgg/o.jpg,False,https://www.yelp.com/biz/wonderland-tapas-and-cocktails-raleigh-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,90,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 35.783654, 'longitude': -78.647215}","['restaurant_reservation', 'delivery']",$$,"{'address1': '222 Glenwood Ave', 'address2': None, 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['222 Glenwood Ave', 'Raleigh, NC 27603']}",19196152621,(919) 615-2621
1063,1893277,4092018533,Cava #117,1017 MARKET CENTER DR,MORRISVILLE,27560,19192764984,2021-02-15,11715,-78.81676023,35.80454378,M,t7KicxX6PjauCfbsqX99oQ,cava-morrisville-2,CAVA,https://s3-media0.fl.yelpcdn.com/bphoto/dRBOiwTA7YRuJk9kSSyu7A/o.jpg,False,https://www.yelp.com/biz/cava-morrisville-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,20,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"{'latitude': 35.807693950795624, 'longitude': -78.81471874446288}",[],,"{'address1': '1017 Market Center Dr', 'address2': '', 'address3': None, 'city': 'Morrisville', 'zip_code': '27560', 'country': 'US', 'state': 'NC', 'display_address': ['1017 Market Center Dr', 'Morrisville, NC 27560']}",19192764984,(919) 276-4984
1064,1893278,4092015094,Trali Irish Pub,10370 Moncreiffe ,RALEIGH,27617,19195444141,2008-03-13,11717,-78.79238416,35.89997124,M,obyG-eFjUPmzDq2AC8Jbkg,trali-irish-pub-and-restaurant-raleigh,Trali Irish Pub & Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/oBFtX5ZNu2d3JzyTKbh0pw/o.jpg,False,https://www.yelp.com/biz/trali-irish-pub-and-restaurant-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,316,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'irish', 'title': 'Irish'}]",4.0,"{'latitude': 35.900339, 'longitude': -78.792198}",['delivery'],$$,"{'address1': '10370 Moncreiffe Rd', 'address2': 'Ste 109', 'address3': '', 'city': 'Raleigh', 'zip_code': '27617', 'country': 'US', 'state': 'NC', 'display_address': ['10370 Moncreiffe Rd', 'Ste 109', 'Raleigh, NC 27617']}",19195444141,(919) 544-4141
1065,1893281,4092018603,Subway #30443,9800 Holly Springs RD ,RALEIGH,27540,19193874818,2021-04-12,11718,-78.79865789,35.66717227,M,6W-M5guj2fUTNXlDCUwmow,subway-holly-springs-8,Subway,https://s3-media0.fl.yelpcdn.com/bphoto/IseukhwyfkZVLh1DMuzi-w/o.jpg,False,https://www.yelp.com/biz/subway-holly-springs-8?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,6,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",1.5,"{'latitude': 35.6672106200897, 'longitude': -78.7989412124355}","['pickup', 'delivery']",$,"{'address1': '9800 Holly Springs Rd', 'address2': None, 'address3': None, 'city': 'Holly Springs', 'zip_code': '27540', 'country': 'US', 'state': 'NC', 'display_address': ['9800 Holly Springs Rd', 'Holly Springs, NC 27540']}",19193874818,(919) 387-4818
1066,1893282,4092018580,Wendy's,8000 Pooler RD ,RALEIGH,27617,19192931814,2021-03-23,11727,-78.78423163,35.91169976,M,aAiS8pc8KRkWnNfPiBbEUQ,wendys-raleigh-8,Wendy's,https://s3-media0.fl.yelpcdn.com/bphoto/G-ZaEFTaR_d23IhyZ1O1mA/o.jpg,False,https://www.yelp.com/biz/wendys-raleigh-8?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,43,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",1.5,"{'latitude': 35.912536, 'longitude': -78.78321}",['delivery'],$,"{'address1': '8000 Pooler Ave', 'address2': None, 'address3': None, 'city': 'Raleigh', 'zip_code': '27617', 'country': 'US', 'state': 'NC', 'display_address': ['8000 Pooler Ave', 'Raleigh, NC 27617']}",19192931814,(919) 293-1814
1067,1893283,4092017852,1250 Heritage,1250 Heritage Club Ave,WAKE FOREST,27587,19194532020,2018-05-30,11746,-78.49666003,35.94973583,M,J3KuSJ1yjWTIe0gKdNxM0w,1250-heritage-wake-forest-2,1250 Heritage,https://s3-media0.fl.yelpcdn.com/bphoto/CloDYPf7WkBz1tm0yzU-DA/o.jpg,False,https://www.yelp.com/biz/1250-heritage-wake-forest-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,15,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 35.94974, 'longitude': -78.49666}",['delivery'],$$,"{'address1': '1250 Heritage Club Ave', 'address2': '', 'address3': 'Heritage Golf Clubhouse', 'city': 'Wake Forest', 'zip_code': '27587', 'country': 'US', 'state': 'NC', 'display_address': ['1250 Heritage Club Ave', 'Heritage Golf Clubhouse', 'Wake Forest, NC 27587']}",19194532020,(919) 453-2020
1069,1893285,4092016536,Elements (at Goodnight's),861 W Morgan  ST ,RALEIGH,27603,19198285233,2013-11-01,11785,-78.65623803,35.78057044,M,R2uBeQKltxae-7I7AEDt3Q,goodnights-comedy-club-raleigh,Goodnights Comedy Club,https://s3-media0.fl.yelpcdn.com/bphoto/a-d4x9sKOIDp-lZJpmiqRg/o.jpg,False,https://www.yelp.com/biz/goodnights-comedy-club-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,168,"[{'alias': 'comedyclubs', 'title': 'Comedy Clubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 35.7807002695487, 'longitude': -78.656185}",['delivery'],$$,"{'address1': '861 W Morgan St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['861 W Morgan St', 'Raleigh, NC 27603']}",19198285233,(919) 828-5233
1070,1894343,4092016535,The Factory (at Goodnight's),851  W Morgan ST ,RALEIGH,27603,19198285233,2013-11-01,18386,-78.65517006,35.77977415,M,R2uBeQKltxae-7I7AEDt3Q,goodnights-comedy-club-raleigh,Goodnights Comedy Club,https://s3-media0.fl.yelpcdn.com/bphoto/a-d4x9sKOIDp-lZJpmiqRg/o.jpg,False,https://www.yelp.com/biz/goodnights-comedy-club-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,168,"[{'alias': 'comedyclubs', 'title': 'Comedy Clubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 35.7807002695487, 'longitude': -78.656185}",['delivery'],$$,"{'address1': '861 W Morgan St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['861 W Morgan St', 'Raleigh, NC 27603']}",19198285233,(919) 828-5233
1075,1893286,4092016877,LIFE CAFE POOLSIDE,8715 FALLS OF NEUSE ROAD,RALEIGH,27615,19195827000,2015-02-27,11742,-78.61205856,35.89621575,M,AvfpvPhe_ieFNgGpz7W15w,life-time-athletic-raleigh,Life Time,https://s3-media0.fl.yelpcdn.com/bphoto/mJrG1pG821zeK-nho9GL8A/o.jpg,False,https://www.yelp.com/biz/life-time-athletic-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,68,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'swimmingpools', 'title': 'Swimming Pools'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]",3.0,"{'latitude': 35.89749, 'longitude': -78.61687}",[],,"{'address1': '8515 Falls Of Neuse Rd', 'address2': None, 'address3': None, 'city': 'Raleigh', 'zip_code': '27615', 'country': 'US', 'state': 'NC', 'display_address': ['8515 Falls Of Neuse Rd', 'Raleigh, NC 27615']}",19195827000,(919) 582-7000
1076,1894211,4092016876,LIFE CAFE,8715 FALLS OF NEUSE ROAD,RALEIGH,27615,19195827000,2015-02-27,17703,-78.61205856,35.89621575,M,AvfpvPhe_ieFNgGpz7W15w,life-time-athletic-raleigh,Life Time,https://s3-media0.fl.yelpcdn.com/bphoto/mJrG1pG821zeK-nho9GL8A/o.jpg,False,https://www.yelp.com/biz/life-time-athletic-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,68,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'swimmingpools', 'title': 'Swimming Pools'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]",3.0,"{'latitude': 35.89749, 'longitude': -78.61687}",[],,"{'address1': '8515 Falls Of Neuse Rd', 'address2': None, 'address3': None, 'city': 'Raleigh', 'zip_code': '27615', 'country': 'US', 'state': 'NC', 'display_address': ['8515 Falls Of Neuse Rd', 'Raleigh, NC 27615']}",19195827000,(919) 582-7000
1077,1893287,4092013590,Maximillian's Grille And Wine Bar,8314 CHAPEL HILL RD ,CARY,27513-4051,19194652455,2002-04-29,11793,-78.77617181,35.79224815,M,28FntIhPd2JQuF6WgagOiw,maximillians-cary,Maximillians,https://s3-media0.fl.yelpcdn.com/bphoto/FCmeGqUbYBiBltfVGf0tOA/o.jpg,False,https://www.yelp.com/biz/maximillians-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,158,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,"{'latitude': 35.7918673, 'longitude': -78.7765576}",['delivery'],$$$,"{'address1': '8314 Chapel Hill Rd', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27513', 'country': 'US', 'state': 'NC', 'display_address': ['8314 Chapel Hill Rd', 'Cary, NC 27513']}",19194652455,(919) 465-2455
1078,1893288,4092016473,STARBUCKS #75937,500 Fayetteville ST ,RALEIGH,27601,19198331120,2013-08-16,11805,-78.63997557,35.77359698,M,rX7rHgNrawfk7yrvMxbQZQ,raleigh-marriott-city-center-raleigh,Raleigh Marriott City Center,https://s3-media0.fl.yelpcdn.com/bphoto/yLl1N1Wsy_N9Q238fuiD-A/o.jpg,False,https://www.yelp.com/biz/raleigh-marriott-city-center-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,150,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': 35.773579, 'longitude': -78.639956}",[],$$,"{'address1': '500 Fayetteville St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27601', 'country': 'US', 'state': 'NC', 'display_address': ['500 Fayetteville St', 'Raleigh, NC 27601']}",19198331120,(919) 833-1120
1079,1893290,4092014517,Mithai House of Indian Desserts,744-F E Chatham ST,CARY,27511,19194699651,2006-03-08,11748,-78.7651273,35.79183553,M,NNkaoRhjlMiFnXtpVTJLJg,mithai-indian-cafe-cary-2,Mithai Indian Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/9MwZAqDhprRKL90FUKRWMg/o.jpg,False,https://www.yelp.com/biz/mithai-indian-cafe-cary-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,68,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.0,"{'latitude': 35.7907791137695, 'longitude': -78.7669143676758}","['delivery', 'pickup']",$$,"{'address1': '744 E Chatham St', 'address2': 'Ste F', 'address3': '', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['744 E Chatham St', 'Ste F', 'Cary, NC 27511']}",19194699651,(919) 469-9651
1080,1893291,4092013252,MacGregor Draft House,107 Edinburgh SOUTH DR ,CARY,27511,19194611633,2001-01-02,11809,-78.79792507,35.7367619,M,CZYBvy-KLCaPbm4J6t0Uog,macgregor-draft-house-cary,Macgregor Draft House,https://s3-media0.fl.yelpcdn.com/bphoto/2WbvJq_uAn_zTEW9drmiKw/o.jpg,False,https://www.yelp.com/biz/macgregor-draft-house-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,110,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 35.736856, 'longitude': -78.798293}",['delivery'],$$,"{'address1': '107 Edinburgh S', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['107 Edinburgh S', 'Cary, NC 27511']}",19194611633,(919) 461-1633
1081,1893292,4092013271,Hayes Barton Cafe & Dessertery,2000 FAIRVIEW RD ,RALEIGH,27608-2316,19198568551,2001-01-24,11811,-78.64632317,35.80452758,M,z-W3t68beCEY-zOe84VgXw,hayes-barton-café-and-dessertery-raleigh-3,Hayes Barton Café & Dessertery,https://s3-media0.fl.yelpcdn.com/bphoto/WgJrn1m-qwgglYusGTAIXw/o.jpg,False,https://www.yelp.com/biz/hayes-barton-caf%C3%A9-and-dessertery-raleigh-3?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,274,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 35.80454, 'longitude': -78.64631}",['delivery'],$$,"{'address1': '2000 Fairview Rd', 'address2': 'Ste B', 'address3': '', 'city': 'Raleigh', 'zip_code': '27608', 'country': 'US', 'state': 'NC', 'display_address': ['2000 Fairview Rd', 'Ste B', 'Raleigh, NC 27608']}",19198568551,(919) 856-8551
1082,1893293,4092013519,Los Tres Magueyes,411-J S Main St ,ROLESVILLE,27571,19195621669,2002-02-02,11787,-78.46518814,35.91835371,M,jKD6VhVE0YHORbDE_qVP0Q,los-tres-magueyes-rolesville,Los Tres Magueyes,https://s3-media0.fl.yelpcdn.com/bphoto/qeAAqnC4LxyNvjGRBJ6EDA/o.jpg,False,https://www.yelp.com/biz/los-tres-magueyes-rolesville?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,41,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 35.916820526123, 'longitude': -78.4655303955078}",['delivery'],$$,"{'address1': '411 S Main St', 'address2': '', 'address3': '', 'city': 'Rolesville', 'zip_code': '27571', 'country': 'US', 'state': 'NC', 'display_address': ['411 S Main St', 'Rolesville, NC 27571']}",19195621669,(919) 562-1669
1083,1893295,4092016381,POPEYES #11378,1701 PINEWINDS DR ,RALEIGH,27603,19193290069,2013-03-04,11832,-78.65506548,35.7164361,M,1u3F6blCoRyJRXAgALDCmQ,popeyes-louisiana-kitchen-raleigh,Popeyes Louisiana Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/UBPqIh9amp9KFst9r8BT8A/o.jpg,False,https://www.yelp.com/biz/popeyes-louisiana-kitchen-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,35,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 35.716469, 'longitude': -78.655012}","['delivery', 'pickup']",$,"{'address1': '1701 Pinewinds Dr', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['1701 Pinewinds Dr', 'Raleigh, NC 27603']}",19193290069,(919) 329-0069
1084,1893296,4092017453,CRAWFORD AND SON,618 N PERSON ST ,RALEIGH,27604,19193074647,2016-11-01,11839,-78.6340625,35.78882326,M,tvITB62sjEqc1OfVbiLQLw,crawford-and-son-raleigh,Crawford & Son,https://s3-media0.fl.yelpcdn.com/bphoto/1CM9gukPyZvxU1zyEHJsRg/o.jpg,False,https://www.yelp.com/biz/crawford-and-son-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,232,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 35.78882, 'longitude': -78.63405}",['delivery'],$$,"{'address1': '618 N Person St', 'address2': None, 'address3': '', 'city': 'Raleigh', 'zip_code': '27604', 'country': 'US', 'state': 'NC', 'display_address': ['618 N Person St', 'Raleigh, NC 27604']}",19193074647,(919) 307-4647
1085,1893300,4092013137,SUBWAY #22217,1601 CROSS LINK RD,RALEIGH,27610-4186,19198351555,2000-03-20,11880,-78.61481064,35.75482608,M,_Q7UUNtj307VBkq-QmrcJg,subway-raleigh-76,Subway,https://s3-media0.fl.yelpcdn.com/bphoto/LfX1AS0LpjJZ61H4PjcOEQ/o.jpg,False,https://www.yelp.com/biz/subway-raleigh-76?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,3,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",1.0,"{'latitude': 35.7551143636543, 'longitude': -78.6149742057603}",[],$,"{'address1': '1601 Cross Link Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27610', 'country': 'US', 'state': 'NC', 'display_address': ['1601 Cross Link Rd', 'Raleigh, NC 27610']}",19198351555,(919) 835-1555
1086,1893301,4092015015,Subway #42679,10300 Chapel Hill RD ,MORRISVILLE,27560,19194691985,2007-11-30,11884,-78.82715668,35.83264302,M,9xxp7yVhDdnA0U5BpIol4A,subway-morrisville-14,Subway,https://s3-media0.fl.yelpcdn.com/bphoto/8TyaTJTTCcUOPW5Ck-MVag/o.jpg,False,https://www.yelp.com/biz/subway-morrisville-14?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,6,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 35.8327041522409, 'longitude': -78.8275743258133}","['pickup', 'delivery']",$,"{'address1': '10300 Chapel Hill Rd', 'address2': 'Ste 100', 'address3': None, 'city': 'Morrisville', 'zip_code': '27560', 'country': 'US', 'state': 'NC', 'display_address': ['10300 Chapel Hill Rd', 'Ste 100', 'Morrisville, NC 27560']}",19194691985,(919) 469-1985
1087,1893302,4092015625,Bojangles #42,840 E Chatham ST ,CARY,27511,19194677030,2010-04-19,11888,-78.76021314,35.79096632,M,GVTfgQ5OrDdFWbonIVARhw,bojangles-cary,Bojangles,https://s3-media0.fl.yelpcdn.com/bphoto/d_IZXwdS_ljGKIuk1D9g7w/o.jpg,False,https://www.yelp.com/biz/bojangles-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,36,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.5,"{'latitude': 35.7911987, 'longitude': -78.7620621}",['delivery'],$,"{'address1': '820 E Chatham St', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['820 E Chatham St', 'Cary, NC 27511']}",19194677030,(919) 467-7030
1088,1893304,4092013070,Jersey Mikes Restaurant,4542 Capital BLVD ,RALEIGH,27604-4353,19197907827,1999-11-17,11897,-78.57896604,35.84571366,M,4XX9oMdGqtXkoC8A29YvgA,jersey-mikes-subs-raleigh-15,Jersey Mike's Subs,https://s3-media0.fl.yelpcdn.com/bphoto/8YDVi4cTQH5ntgELKJQvwA/o.jpg,False,https://www.yelp.com/biz/jersey-mikes-subs-raleigh-15?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,11,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]",3.5,"{'latitude': 35.846322, 'longitude': -78.578799}","['pickup', 'delivery']",$$,"{'address1': '4542 Capital Blvd', 'address2': 'Mini City', 'address3': '', 'city': 'Raleigh', 'zip_code': '27604', 'country': 'US', 'state': 'NC', 'display_address': ['4542 Capital Blvd', 'Mini City', 'Raleigh, NC 27604']}",19197907827,(919) 790-7827
1089,1893306,4092015029,Firehouse Subs Ladder #178,10251 Little Brier Creek  LN ,RALEIGH,27617,19198063900,2007-12-17,11906,-78.78517004,35.91133497,M,HzOcMsLfVhrkyhuUg25wcA,firehouse-subs-raleigh,Firehouse Subs,https://s3-media0.fl.yelpcdn.com/bphoto/2GVc0ilqpgUmSn5gqHY87Q/o.jpg,False,https://www.yelp.com/biz/firehouse-subs-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,33,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]",3.5,"{'latitude': 35.9119089696741, 'longitude': -78.7842839745605}","['delivery', 'pickup']",$,"{'address1': '10251 Little Brier Creek Ln', 'address2': None, 'address3': None, 'city': 'Raleigh', 'zip_code': '27617', 'country': 'US', 'state': 'NC', 'display_address': ['10251 Little Brier Creek Ln', 'Raleigh, NC 27617']}",19198063900,(919) 806-3900
1090,1893307,4092016113,Hereghty Heavenly Delicious,2603-123 Glenwood AVE ,RALEIGH,27608,19197873995,2012-03-06,11902,-78.6604672,35.81647745,M,PMV5-JXpGSAmlH7BoT8PIQ,hereghty-heavenly-delicious-raleigh,Hereghty Heavenly Delicious,https://s3-media0.fl.yelpcdn.com/bphoto/jvUKNkhYmuV6Gu87TaDAZA/o.jpg,False,https://www.yelp.com/biz/hereghty-heavenly-delicious-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,93,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",3.5,"{'latitude': 35.8153117, 'longitude': -78.6603511}","['delivery', 'pickup']",$,"{'address1': '2603 Glenwood Ave', 'address2': 'Ste 123', 'address3': '', 'city': 'Raleigh', 'zip_code': '27608', 'country': 'US', 'state': 'NC', 'display_address': ['2603 Glenwood Ave', 'Ste 123', 'Raleigh, NC 27608']}",19197873995,(919) 787-3995
1091,1893308,4092017830,DUNKIN DONUTS 344467,800 PERRY RD ,APEX,27502,19193035800,2018-04-25,11920,-78.84460695,35.7208474,M,-cYftPutLvRAVTxcqfG6jA,baskin-robbins-apex,Baskin Robbins,https://s3-media0.fl.yelpcdn.com/bphoto/ZmHkXPKozp1qVY1k7zex-A/o.jpg,False,https://www.yelp.com/biz/baskin-robbins-apex?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,8,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",1.5,"{'latitude': 35.7208519, 'longitude': -78.8445969}",['delivery'],$$,"{'address1': '800 Perry Rd', 'address2': None, 'address3': None, 'city': 'Apex', 'zip_code': '27502', 'country': 'US', 'state': 'NC', 'display_address': ['800 Perry Rd', 'Apex, NC 27502']}",19193035800,(919) 303-5800
1093,1893310,4092010162,Circus Family Restaurant,1600 Wake Forest Rd ,RALEIGH,27604-1333,19198342213,1991-04-25,11932,-78.62468351,35.80050101,M,eDNle86fcCbm2npYHgRFeg,circus-family-restaurant-raleigh,Circus Family Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/6RLd1iVree4m_HckKypDug/o.jpg,False,https://www.yelp.com/biz/circus-family-restaurant-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,30,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.5,"{'latitude': 35.800499, 'longitude': -78.6246796}","['delivery', 'pickup']",$,"{'address1': '1600 Wake Forest Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27604', 'country': 'US', 'state': 'NC', 'display_address': ['1600 Wake Forest Rd', 'Raleigh, NC 27604']}",19198342213,(919) 834-2213
