,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
1930,1893460,4092017000,THE GARDEN GRILLE & BAR BY HILTON,3912 ARROW DR ,RALEIGH,27612,(919) 703-2525,2015-07-28,12794,-78.67330427,35.83540649,M
1933,1893463,4092013250,Cafe Carolina #1,401 DANIELS ST ,RALEIGH,27605-1314,(919) 821-7117,2000-12-20,12803,-78.66157335,35.79001079,M
1936,1893466,4092013646,Barnes & Noble Book Sellers #2126,5959 Triangle Town Blv,RALEIGH,27616,(919) 792-2140,2002-08-13,12854,-78.57603863,35.86599856,M
1937,1893467,4092018179,Zebulon Family Restaurant,409 W Gannon AVE ,ZEBULON,27597,(919) 404-8661,2019-09-19,12864,-78.32295686,35.82026636,M
1938,1893468,4092015754,Mulino,309 N DAWSON ST ,RALEIGH,27603,(919) 838-8595,2011-06-17,12868,-78.64347183,35.78454823,M
1939,1893469,4092018161,DUNKIN' #348561,8201 CREEDMOOR RD ,RALEIGH,27613,(919) 847-0245,2019-08-27,12872,-78.68124026,35.89863695,M
1943,1893473,4092014103,Red Robin #306,7860 Alexander Promenade Pl ,RALEIGH,27617,(919) 957-2880,2004-07-23,12914,-78.77695631,35.91424375,M
1944,1893474,4092016246,STARBUCKS #8214,6176 FALLS OF NEUSE RD ,RALEIGH,27609,(919) 873-9615,2012-08-23,12922,-78.62017998,35.86657041,M
1945,1893475,4092016814,HARRIS TEETER #104 STARBUCKS,4093 DAVIS DRIVE,MORRISVILLE,27560,(919) 380-0354,2014-11-19,12930,-78.85811603,35.8356265,M
1947,1893477,4092017576,MCDONALDS #1044,703 W PEACE ST ,RALEIGH,27605,(919) 833-9875,2017-04-21,12963,-78.64914898,35.78827691,M
1948,1893478,4092017698,HWY 55 BURGERS SHAKES & FRIES,3421 N MAIN ST ,FUQUAY VARINA,27526,(919) 567-3007,2017-10-13,12898,-78.72399215,35.62460903,M
1949,1893479,4092015496,PARK BAR & GRILL (DoubleTree By Hilton),500 CAITBOO AVE ,CARY,27518,(919) 900-8840,2009-10-26,12964,-78.73611855,35.75670744,T
1950,1893480,4092018579,Wendy's #6325,3715 Western BLVD ,RALEIGH,27606,(919) 821-3099,2021-03-24,12975,-78.68764087,35.78449034,M
1951,1893481,4092016558,DAVE AND BUSTERS,1105 WALNUT ST ,CARY,27520,(919) 535-6800,2013-11-04,12979,-78.76025493,35.77377018,T
1954,1893484,4092017547,POTBELLY SANDWICH SHOP,9662 CHAPEL HILL RD ,MORRISVILLE,27560,(919) 377-1058,2017-03-09,12981,-78.81492453,35.8087175,M
1955,1893485,4092014826,Jimmy John's #791,1904-103 NW Maynard RD ,CARY,27513,(919) 462-6252,2007-03-12,12934,-78.79592213,35.79878903,M
1956,1893486,4092013357,Springmoor Dietary Dept.,1500 SAWMILL RD,RALEIGH,27615-4320,(919) 848-7092,2001-07-06,12989,-78.67552225,35.88395957,M
1959,1893489,4092013281,Taste Of China,1321 5TH AVE ,GARNER,27529-3637,(919) 779-7727,2001-02-19,13006,-78.62278736,35.70820906,M
1960,1893490,4092014948,Hardee's #1189,100 Vandora Springs RD ,GARNER,27529,(919) 772-7209,2007-09-12,13016,-78.62108066,35.71260367,M
1961,1893491,4092017626,NO. 1 PHO,5025 ARCO ST ,CARY,27519,(919) 297-2975,2017-06-01,13017,-78.88191924,35.83347908,M
1963,1893493,4092017236,WINE & BEER 101,1228-104 HERITAGE LINKS DR ,WAKE FOREST,27587,(919) 554-4638,2016-06-03,13020,-78.5032074,35.94680932,M
1964,1893494,4092017625,PERSIS INDIAN GRILL,1116 PARKSIDE MAIN ST ,CARY,27519,(919) 378-1819,2017-05-30,13042,-78.88929435,35.84836238,M
1967,1893497,4092013750,Fuji China,4001 Widewater Pky ,KNIGHTDALE,27545,(919) 217-8568,2003-01-02,13051,-78.50515596,35.79511678,M
1968,1893498,4092016334,UNITED SKATES CAFE,2901 TRAWICK RD ,RALEIGH,27604-3754,(919) 790-3808,2013-01-08,13073,-78.58934619,35.82027864,M
1969,1893499,4092013733,Lemongrass Thai Restaurant,8320-142 Litchford Rd ,RALEIGH,27615,(919) 954-0377,2003-01-06,13048,-78.6010328,35.89310541,M
1970,1893500,4092018139,Sweet Tea and Cornbread Cafe,5 E Edenton ST ,RALEIGH,27601,(919) 814-6980,2019-07-18,13079,-78.63858369,35.78186205,M
1972,1893502,4092014152,Starbucks #2970,10760 Wakefield Commons DR ,RALEIGH,27614,(919) 453-1010,2004-10-08,13083,-78.5408878,35.94279833,M
1974,1893504,4092014238,Bojangles,4621 New Bern AVE ,RALEIGH,27610,(919) 231-9028,2005-02-04,13088,-78.55786564,35.79891549,M
1975,1893505,4092015197,PANDA GARDEN,5249 SUNSET LAKE RD ,HOLLY SPRINGS,27540,(919) 360-5000,2008-08-12,13100,-78.79652372,35.66680054,M
1976,1893506,4092018214,Culver's of Apex #730,1401 KELLY RD,APEX,27502,(919) 372-5610,2019-11-04,13104,-78.89533544,35.73714061,M
1979,1893509,4092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,RALEIGH,27607,(919) 859-5220,2010-10-18,13154,-78.72815151,35.80750324,M
1980,1893510,4092018319,SIP Noshery,400 Southtown CIR ,ROLESVILLE,27571,(919) 263-8126,2020-02-11,13157,-78.47039569,35.91648377,M
1981,1893511,4092018405,Gringo A GoGo,100 NW PERSON  ST ,RALEIGH,27601,(919) 977-1438,2020-07-17,13164,-78.63490591,35.78013392,T
1982,1893512,4092018166,UNC HEALTHCARE MOTOWN CAFE,1025 Think  PL ,MORRISVILLE,27560,(984) 974-7894,2019-09-03,13165,-78.83605698,35.85709776,M
1984,1893514,4092013453,Goji Bistro,100 Maynard Crossing Ct,CARY,27513,(919) 466-8888,2001-12-03,13208,-78.81059568,35.78672957,M
1985,1893515,4092015349,GENKI RESTAURANT & SUSHI BAR,3420 TEN TEN RD ,CARY,27518,(919) 363-6636,2009-03-04,13228,-78.79278417,35.70189107,M
1986,1893516,4092018192,Cava Midtown,1100 Merchantile DR ,RALEIGH,27609,(919) 276-4591,2019-10-01,13245,0.0,0.0,U
1987,1893517,4092018618,Hibachi & Co.,2316 HILLSBOROUGH ST,RALEIGH,27607-7384,(919) 301-8888,2021-05-04,13249,-78.66664805,35.78770631,M
1988,1893518,4092017111,BOJANGLES #51,1425 BROGDEN WOODS DR ,WAKE FOREST,27587,(919) 846-6564,2015-12-04,13253,-78.69147726,35.99120973,M
1989,1893519,4092013412,Staybridge Suites Sundowner Room,1012 AIRPORT BLVD,MORRISVILLE,27560-9195,(919) 468-0180,2001-09-28,13263,-78.81827441,35.85781565,M
1991,1893521,4092013500,Lucky 32,7307 TRYON RD ,CARY,27511-6603,(919) 233-1632,2002-01-24,13297,-78.78538599,35.73639972,M
1992,1893522,4092018089,WYE HILL KITCHEN & BREWING,201 S BOYLAN AVE ,RALEIGH,27603,(984) 200-1189,2019-04-18,13306,-78.64902324,35.77828853,M
1993,1893523,4092018505,Transfer Company Bar,500 E Davie ST ,RALEIGH,27601,(984) 232-8122,2020-12-16,13309,-78.63206132,35.77487463,M
2000,1893530,4092015287,SHEETZ #416,1406 N ARENDELL AVE ,ZEBULON,27597,(919) 404-2347,2008-11-14,13327,-78.32477095,35.83963158,M
2001,1893531,4092018589,Wendy's #11554,3701 NEW BERN AVE ,RALEIGH,27610,(919) 250-6034,2021-03-24,13331,-78.57735438,35.79810894,M
2002,1893532,4092013670,Cracker Barrel #461,955 AIRPORT BLVD,MORRISVILLE,27560-9194,(919) 463-9222,2002-10-01,13334,-78.82292274,35.85849879,M
2003,1893533,4092011048,NY Pizza,1831 N HARRISON AVE ,CARY,27513-2408,(919) 677-8484,1992-05-01,13344,-78.7680818,35.82997763,M
2004,1893534,4092018052,Yemen Kitchen,117 SMALL PINES DR ,Raleigh,27603,(984) 444-7772,2019-02-05,13354,-78.65438837,35.71781208,M
2005,1893535,4092015939,SAN JOSE MEXICAN RESTAURANT,5811 POYNER VILLAGE  PKY ,RALEIGH,27616,(919) 790-1919,2011-04-20,13355,-78.56916648,35.86464286,M
2006,1893536,4092016459,FAIRFIELD INN & SUITES CRABTREE BREAKFAST,2201 SUMMIT PARK  LN ,RALEIGH,27612,(919) 881-9800,2013-07-09,13358,-78.67491225,35.83413339,M
2007,1893537,4092018691,Home 2 Suites Raleigh North Food Service,3951 SUMNER BLVD,RALEIGH,27616-2996,(919) 758-8013,2021-08-08,13359,-78.57259237,35.86380676,M
2009,1893539,4092014991,J & S New York Pizza,500 E Broad ST ,FUQUAY VARINA,27526,(919) 557-6921,2007-10-26,13374,-78.79469674,35.59304361,M
2011,1893541,4092014650,Greek Fiesta at Brier Creek,8521 Brier Creek PKY ,RALEIGH,27617,(919) 544-3388,2006-07-28,13386,-78.78334742,35.90685073,M
2012,1893542,4092011061,Chick-fil-A,1815 WALNUT ST ,CARY,27511-9201,(919) 233-1691,1992-03-24,13389,-78.74236633,35.76001857,M
2015,1893545,4092017165,BREW AT THE CARY THEATER,122 E CHATHAM ST ,CARY,27511,(919) 400-5473,2016-02-25,13417,-78.78039811,35.7871115,M
2016,1893546,4092016327,VILLAGE DELI & GRILL,909 AVIATION PKY ,MORRISVILLE,27560-8487,(919) 462-6191,2013-01-02,13419,-78.81391833,35.83559788,M
2017,1893547,4092013543,Carolina Ale House,2240 WALNUT ST ,CARY,27518,(919) 854-9444,2002-03-01,13433,-78.74239025,35.7549643,M
2018,1893548,4092013546,Mojoe's Burger Joint,620 GLENWOOD AVE,RALEIGH,27603-1224,(919) 832-6799,2002-03-27,13437,-78.64692492,35.78849622,M
2022,1893552,4092018216,Nukkad Restaurant,1710 HIGH HOUSE RD,CARY,27513,(919) 378-9083,2019-11-05,13492,-78.84401301,35.79274209,M
2023,1893553,4092018591,Wendy's #6338,12430 Capital BLVD ,WAKE FOREST,27587,(919) 676-8933,2021-03-24,13493,-78.53512833,35.98551325,M
2024,1893554,4092017646,SAN JUAN MEXICAN RESTAURANT ,3501 FORESTVILLE RD ,RALEIGH,27616,(919) 217-7918,2017-07-26,13508,-78.50942512,35.88257697,M
2025,1893555,4092017526,TACO BELL #32555,8470 LOUISBURG RD ,RALEIGH,27616,(919) 703-0259,2017-02-17,13512,-78.50930992,35.89359383,M
2026,1893556,4092011192,Subway #12044,235 TIMBER DR,GARNER,27529-4870,(919) 779-6820,1992-12-01,13544,-78.60613102,35.68500723,M
2027,1893557,4092018136,Uncle Julio's #48,4325 GLENWOOD AVE,RALEIGH,27612-4539,(984) 221-1333,2019-07-11,13555,-78.68184484,35.84183815,T
2028,1893558,4092017770,Hampton Inn - Foodservice,405 Hinton Oaks BLVD ,KNIGHTDALE,27545,(919) 217-6810,2017-12-15,13581,-78.5111488,35.8002213,M
2029,1893559,4092017766,Starbuck's Target #961,2021 Walnut ST ,Cary,27511,(919) 233-4451,2017-12-19,13583,-78.73860862,35.75778819,M
2031,1893561,4092015597,HOT BREADS CAFE,1901  NW CARY PKY ,MORRISVILLE,27560,(919) 677-1331,2010-04-05,13595,-78.81047156,35.80913057,M
2033,1893563,4092013446,PNC Arena Deck (Lunch Counter),1400 EDWARDS MILL RD ,RALEIGH,27607-3624,(919) 861-2300 ext. 5,2001-11-02,13613,-78.7229363,35.8032419,M
2034,1893564,4092018464,Pimiento Tea Room,200 N Main St,HOLLY SPRINGS,27540,(984) 225-4213,2020-10-16,13624,-78.83347253,35.65330356,M
2037,1893567,4092013029,PNC CLUB KITCHEN,1400 EDWARDS MILL RD,RALEIGH,27607-3624,(919) 861-2300 ext. 5,1999-10-28,13642,-78.7229363,35.8032419,M
2040,1893570,4092016936,BURGER 21,14220 BRADFORD GREEN SQUARE ,CARY,27519,(919) 462-0900,2015-06-01,13653,-78.84558396,35.79325638,M
2042,1893572,4092016052,JD'S TAVERN,800 W WILLIAMS ST ,APEX,27502,(919) 629-7285,2011-11-23,13673,-78.86480181,35.73964723,M
2044,1893574,4092011321,AMF South Hills Snack Bar,301 NOTTINGHAM DR,CARY,27511-4947,(919) 467-2411,1993-07-30,13706,-78.74288458,35.76720276,M
2045,1893575,4092014001,Logan's Roadhouse,1000 Timber DR E ,GARNER,27529,(919) 329-9340,2004-03-05,13720,-78.58103206,35.68893829,M
2046,1893576,4092015578,CANTINA 18,433  DANIELS  ST ,RALEIGH,27605,(919) 835-9911,2010-03-04,13727,-78.66157335,35.79001079,M
2047,1893577,4092016133,HIBACHI CHINA BUFFET,2909  E MILLBROOK RD ,RALEIGH,27604,(919) 878-5688,2012-03-16,13731,-78.58213563,35.85057911,M
2050,1893580,4092013864,Moe's Southwest Grill,6679 Falls Of Neuse RD ,RALEIGH,27615,(919) 846-9274,2003-07-29,13739,-78.62444941,35.87396756,M
2053,1893583,4092013232,Nakato Express,1262 NW Maynard Rd ,CARY,27513,(919) 463-7677,2000-11-08,13441,-78.80987267,35.78462498,M
2056,1893586,4092017550,SOCA COCINA LATINA,2130 CLARK AVE ,RALEIGH,27605,(919) 322-0440,2017-03-06,13761,-78.66234333,35.7897601,M
2057,1893587,4092018109,Panera Bread #6073,1330 N MAIN ST,FUQUAY VARINA,27526-2617,,2019-06-05,13773,-78.77807837,35.59144011,T
2058,1893588,4092015082,BRUEGGERS BAGELS #3698,2302  HILLSBOROUGH ST ,RALEIGH,27607,(919) 828-7105,2008-03-03,13775,-78.6659888,35.787527,M
2059,1893589,4092016695,TIJUANA FLATS #193,7165 OKELLY CHAPEL  RD ,CARY,27519,(919) 629-3200,2014-05-16,13783,-78.88824644,35.84415135,M
2061,1893591,4092013719,La Rancherita,4325-3000 Glenwood Ave,RALEIGH,27610,(919) 785-1951,2002-11-18,13475,-78.67658819,35.8395892,M
2069,1893599,4092013879,Golden China - Zebulon,182 Wakelon Dr,ZEBULON,27597,(919) 269-4070,2003-08-18,13657,-78.31513526,35.83270752,M
2070,1893600,4092017548,ZEERA INDIAN RESTAURANT,1311 E BROAD ST ,FUQUAY-VARINA,27526,(919) 762-6215,2017-03-09,13815,-78.77604319,35.59548799,M
2071,1893601,4092016776,MANHATTAN CAFE,320 S WILMINGTON  ST ,RALEIGH,27601,(919) 833-6105,2014-10-16,13816,-78.63879706,35.77609243,M
2073,1893603,4092015011,Smokey's Shack,10800 Chapel Hill RD ,MORRISVILLE,27560,(919) 469-1724,2007-11-28,13821,-78.83905569,35.84984259,M
2074,1893604,4092011770,Baja Burrito,2109 AVENT FERRY RD ,RALEIGH,27606-2198,(919) 834-3431,1995-11-07,13836,-78.67605091,35.77835817,M
2076,1893606,4092017085,VITA VITE,313 W HARGETT ST ,RALEIGH,27601,(919) 803-3156,2015-11-13,13851,-78.64424204,35.77820745,M
2077,1893607,4092014046,Overtime Sports Pub,1030-149 N Rogers Ln ,RALEIGH,27610,(919) 255-9556,2004-05-04,13726,-78.54967347,35.79198567,M
2078,1893608,4092016933,BIRYANI XPRX,748-A E CHATHAM ST ,CARY,27511,(919) 377-1801,2015-05-26,13728,-78.76503719,35.79184391,M
2079,1893609,4092015606,WAFFLE HOUSE #1161,3703 NEW BERN AVE ,RALEIGH,27610,(919) 231-1292,2010-04-23,13891,-78.57689663,35.79823602,M
2081,1893611,4092013664,Magnolia Glen Senior Living,5301 CREEDMOOR RD ,RALEIGH,27612-6305,(919) 841-4747,2002-09-17,13894,-78.68244591,35.85410618,M
2083,1893613,4092016130,HIGHGROVE ESTATE,1613  S MAIN ST ,FUQUAY VARINA,27526,(919) 552-6154,2012-03-07,13905,-78.80703781,35.55650194,M
2084,1893614,4092014006,Subway #28785,10450-101 Durant Rd,RALEIGH,27614,(919) 844-1207,2004-03-25,13864,-78.58917492,35.90487993,M
2085,1893615,4092016135,LOS TRES MAGUEYES,10120 GREEN LEVEL CHURCH  RD ,CARY,27519,(919) 967-5444,2012-03-16,13909,-78.90107787,35.82060358,M
2089,1893619,4092017313,STARBUCKS #8589,4325-2119 GLENWOOD AVE ,RALEIGH,27612,(919) 788-0656,2016-09-09,13886,-78.67658819,35.8395892,M
2091,1893621,4092015832,THE LEMON TREE SHOPPING CAFE,113 S WHITE  ST ,WAKE FOREST,27587,(919) 578-5808,2010-11-24,13950,-78.50924596,35.9788861,M
2092,1893622,4092018224,The Pho Place,3607-117 FALLS RIVER  AVE ,RALEIGH,27614,(919) 900-7518,2019-11-07,13890,-78.56526166,35.93010621,M
2093,1893623,4092018680,Midtown Pho,424 E SIX FORKS RD ,RALEIGH,27609,(919) 747-9899,2021-07-14,13953,-78.62602299,35.82001805,M
2095,1893625,4092013869,The Cheesecake Factory,4325 Glenwood Ave ,RALEIGH,27612,(919) 781-0050,2003-08-08,13960,-78.68184484,35.84183815,T
2096,1893626,4092013805,McDonald's #28245,110 Carillon Dr ,GARNER,27529,(919) 771-2441,2003-04-23,13963,-78.58282245,35.69257858,M
2097,1893627,4092014028,King Chef,4644 Capital BLVD ,RALEIGH,27604,(919) 876-5859,2004-04-19,13977,-78.57926249,35.84833828,M
2098,1893628,4092011708,Korner Pocket,8508 CAPITAL BLVD,RALEIGH,27616-3150,(919) 876-9879,1995-07-14,13984,-78.55805315,35.89527884,M
2102,1893632,4092017203,CHUY'S #72,1035 PARKSIDE MAIN ST ,CARY,27519,(919) 388-7453,2016-04-12,14019,-78.88869026,35.84658961,M
2103,1893633,4092017757,Michael's English Muffins,3611-114 Spring Forest RD ,RALEIGH,27616,(919) 615-0319,2017-12-15,14011,-78.57985951,35.8552556,M
2104,1893634,4092018118,Wake Forest Hideout,1839 S MAIN ST,WAKE FOREST,27587,(919) 649-5180,2019-06-17,14026,-78.52626448,35.95102854,M
2107,1893637,4092018272,Subway #1115,3901-107 Capital BLVD,RALEIGH,27604,(919) 876-0772,2019-12-17,14024,-78.58295913,35.83464973,M
2108,1893638,4092011828,Taco Bell,1384 N MAIN ST ,FUQUAY VARINA,27526-2617,(919) 557-5283,1996-01-02,14074,-78.77420891,35.59204807,M
2109,1893639,4092013904,Barnes & Noble Cafe #2171,8431 Brier Creek Pky,RALEIGH,27617,(919) 484-9903,2003-09-25,14080,-78.78334742,35.90685073,M
2110,1893640,4092014126,Ruth's Chris Steakhouse,2010 Rennaisance Park PL ,CARY,27513,(919) 677-0033,2004-08-17,14091,-78.77115656,35.82699882,M
2111,1893641,4092013632,River Ridge Golf Club,3224 Auburn-Knightdale Rd RD ,RALEIGH,27610,(919) 661-8374,2002-07-11,14094,-78.52542842,35.7282959,M
2116,1893646,4092013513,Mitchells Catering,1732 Capital BLVD ,RALEIGH,27604-1362,(919) 847-0135,2002-01-24,14154,-78.61946829,35.80200303,M
2117,1893647,4092013988,Cook Out #25,3930 Western Blv ,RALEIGH,27606,(919) 821-2926,2004-02-18,14167,-78.69305854,35.78482575,M
2118,1893648,4092015379,LA MEXICANITA #2,225 N ARENDELL AVE ,ZEBULON,27597-2603,(919) 269-2236,2009-03-03,14169,-78.31406114,35.82273008,M
2121,1893651,4092014264,Subway 10949,2859 Wendell BLVD ,WENDELL,27591,(919) 365-4005,2005-03-04,14191,-78.37990993,35.79443628,M
2123,1893653,4092014194,El Paseo,3027-113 Capital BLVD ,RALEIGH,27604-3387,(919) 954-8518,2004-11-18,14186,-78.5915988,35.82107282,M
2127,1893657,4092017943,MCDONALDS #27548,3494 KILDAIRE FARM RD ,CARY,27518,(919) 363-9960,2018-09-28,14245,-78.79563566,35.70411834,M
2128,1893658,4092014033,Assaggio's,3501 W Millbrook Rd ,RALEIGH,27613,(919) 785-2088,2004-04-23,14305,-78.71057185,35.86327461,M
2130,1893660,4092012818,Rudino's Pizza & Grinders,8800 HARVEST OAKS DR,RALEIGH,27615-2075,(919) 848-8899,1998-10-21,14319,-78.65760185,35.90264181,M
2132,1893662,4092016480,PDQ SEARSTONE ,9025 WINSTON HILL DR ,CARY,27513,(919) 380-0060,2013-08-05,14330,-78.84585761,35.79134911,M
2133,1893663,4092013938,Quiznos Sub # 91,6605 Falls Of Neuse Rd ,RALEIGH,27615,(919) 676-1909,2003-11-13,14336,-78.62444941,35.87396756,M
2137,1893667,4092013640,Lowes Foods #187 Deli,12524 Capital BLVD ,WAKE FOREST,27587-7487,(919) 562-5020,2002-08-09,14383,-78.53270438,35.98593613,M
2140,1893670,4092014031,China King,1861 Aversboro RD ,GARNER,27529,(919) 771-1141,2004-04-26,14435,-78.61583871,35.68506655,M
2143,1893673,4092013386,Independence Village,3113 CHARLES B ROOT WYND,RALEIGH,27612-5379,(919) 781-8226,2001-07-31,14487,-78.70965613,35.82648223,M
2144,1893674,4092013342,Las Palmas III,9820 - 170 Leesville Rd ,RALEIGH,27613,(919) 845-4779,2001-06-13,14484,-78.72831856,35.90723512,M
2147,1893677,4092017731,CRABTREE ALE HOUSE,4325 GLENWOOD AVE ,RALEIGH,27617,(919) 803-3026,2017-11-17,14557,-78.68184484,35.84183815,T
2148,1893678,4092013322,Scooters Grill And Bar,1911 Sego Ct,RALEIGH,27616-2967,(919) 954-2171,2001-05-08,14601,-78.60143378,35.85144385,M
2152,1893682,4092013840,Moe's Southwest Grill,127 Weston PKY ,CARY,27513,(919) 678-8444,2003-07-02,14634,-78.77115656,35.82699882,M
2153,1893683,4092013876,Bass Lake Draft House,124 Bass Lake Rd ,HOLLY SPRINGS,27540,(919) 567-3251,2002-08-20,14637,-78.82480349,35.65381034,M
2154,1893684,4092017624,DOMINO'S #8855,135 E DAVIE ST ,RALEIGH,27601,(919) 239-4219,2017-06-16,14645,-78.63753225,35.77583605,M
2156,1893686,4092013631,Wang's Kitchen,4701 ATLANTIC AVE ,RALEIGH,27604,(919) 878-5656,2002-07-23,14657,-78.60292943,35.84801871,M
2157,1893687,4092014186,Waffle House,1412 N Main ST ,FUQUAY VARINA,27526,(919) 552-2187,2004-11-17,14677,-78.77205894,35.59255233,M
2158,1893688,4092016694,STARBUCKS #21218,5100 CAPITAL BLVD ,RALEIGH,27616,(919) 713-2135,2014-05-21,14680,-78.58044824,35.85561749,M
2159,1893689,4092014311,Midtown Grille,4421-115 Six Forks RD ,RALEIGH,27609,(919) 787-8963,2005-05-16,14658,-78.64257479,35.83992724,M
2161,1893691,4092016543,PHO VIETNAM,1284 BUCK JONES  RD ,RALEIGH,27606,(919) 655-5665,2013-11-01,14699,-78.74214569,35.76637247,M
2162,1893692,4092018275,Cadence Living North Raleigh Dining,5219 OLD WAKE FOREST RD ,RALEIGH,27609,(919) 876-6316,2019-12-20,14702,-78.60482458,35.85273784,M
2163,1893693,4092013037,PNC 123,1400 EDWARDS MILL RD ,RALEIGH,27607-3624,(919) 861-2300 ext. 5,1999-10-28,14707,-78.7229363,35.8032419,M
2165,1893695,4092013055,PNC 109,1400 EDWARDS MILL RD ,RALEIGH,27607-3624,(919) 861-2300 ext. 5,1999-10-28,14709,-78.7229363,35.8032419,M
2169,1893699,4092014259,Red Hot & Blue,6615 Falls of Neuse RD ,RALEIGH,27615,(919) 846-7427,2005-03-01,14777,-78.62444941,35.87396756,M
2170,1893700,4092017237,GRANDMA'S DINER,11216-106 CAPITAL BLVD ,WAKE FOREST,27587,(919) 556-9600,2016-06-03,14725,-78.53929729,35.95044368,M
2172,1893702,4092013886,Wasabi,"107 Edinburgh South, St 135 ",CARY,27511,(919) 460-7980,2003-08-28,14796,-78.79910146,35.73756978,M
2173,1893703,4092014447,La Rancherita Mexican Restaurant,7420 Six Forks  RD ,RALEIGH,27615,(919) 844-6330,2005-12-08,14829,-78.64526778,35.88157372,M
2175,1893705,4092010585,Players Retreat,105 OBERLIN RD,RALEIGH,27605-1648,(919) 755-9589,1991-03-19,14867,-78.66152519,35.78621443,M
2177,1893707,4092016121,Panera Bread #1642,2234 Walnut  ST ,CARY,27511,(919) 233-2221,2012-03-28,14876,-78.74288401,35.75542976,M
2178,1893708,4092016577,DENNY'S #8890,4380 FAYETTEVILLE  RD ,RALEIGH,27603,(919) 771-0815,2013-11-21,14880,-78.6544181,35.72057881,M
2180,1893710,4092018340,Seoul Garden,4701-131 Atlantic Ave,RALEIGH,27604,(919) 850-9984,2020-04-07,14905,-78.60177748,35.8482227,M
2181,1893711,4092014078,Chuck E Cheese,3501-131 Capital Blv,RALEIGH,27604,(919) 850-9241,2004-06-24,14915,-78.58559583,35.82850307,M
2182,1893712,4092014288,Stromboli's,2900 Spring Forest Rd,RALEIGH,27616,(919) 876-4222,2005-03-30,14936,-78.59114174,35.85495156,M
2184,1893714,4092014360,Circle K #6314,11700 New Leesville RD ,RALEIGH,27613,(919) 696-4308,2005-08-01,14920,-78.74118636,35.92072024,M
2185,1893715,4092014366,St. Michael the Arch Angel Catholic Church,808 High House RD ,CARY,27513,(919) 468-6100,2005-08-16,14922,-78.82211368,35.78588729,M
2188,1893718,4092013208,Starbucks Coffee #08373,609 Peace St ,RALEIGH,27605,(919) 754-9007,2000-09-26,14940,-78.64804835,35.78857146,M
2189,1893719,4092018453,Bloomsbury Bistro,509 W WHITAKER MILL RD ,RALEIGH,27608-2400,(919) 834-2011,2020-10-01,14950,-78.64475001,35.80399495,M
2190,1893720,4092015283,CAMBRIA SUITES BARISTA BAR,300 AIRGATE DR ,MORRISVILLE,27560,(919) 361-3311,2008-11-05,14953,-78.81485297,35.86546822,M
2193,1893723,4092016816,LUCETTEGRACE,235 S. SALISBURY STREET,RALEIGH,27601,(919) 307-4950,2014-11-21,14979,-78.63978546,35.77728476,M
2194,1893724,4092017528,Kathmandu Kitchen,1275 NW MAYNARD RD ,CARY,27513,(919) 535-3026,2017-03-01,14982,-78.81098892,35.78581105,M
2196,1893726,4092016269,CHIPOTLE #1946,1516 VILLAGE MARKET  PL ,MORRISVILLE,27560,(919) 238-3971,2012-09-27,14986,-78.81676023,35.80454378,M
